what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769073513758
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769073518339
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769073526374
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769073531353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769073541782
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769073544396
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1769073546629
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.RunLast",1769073548981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769073567187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074189682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074191521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074193719
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074196858
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074250738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074266361
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074325735
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1769074327945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074331474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1769074364137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074405120
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769074405208
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1769074405265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074487049
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074542776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769074547372
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769076416568
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769076418877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769076420919
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1769076421046
stopped,bundle,org.eclipse.m2e.logback.configuration,1.0.0.20110607-2117,"org.eclipse.m2e.logback.configuration",1769076421283
stopped,bundle,org.eclipse.m2e.discovery,1.0.0.20110607-2117,"org.eclipse.m2e.discovery",1769076421283
stopped,bundle,org.eclipse.m2e.refactoring,1.0.0.20110607-2117,"org.eclipse.m2e.refactoring",1769076421283
stopped,bundle,org.eclipse.m2e.editor,1.0.0.20110607-2117,"org.eclipse.m2e.editor",1769076421283
